pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.9,1.0,64,nf4,nf4,14.307576,4752.72685,69.893042,,16.040725,1.121135,11,68,57,2,9,66,0.863636,0.818182,0.181818,5.181818,6.181818,241.537634,140.999026,2656.913978,1550.989283
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,50,0.0,1.0,64,nf4,nf4,14.113623,4747.186498,70.85353,,12.473118,0.883764,12,67,55,6,6,96,0.572917,0.5,0.5,4.583333,5.583333,306.598046,138.143238,3679.176552,1657.718858
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,50,0.9,1.0,64,nf4,nf4,14.263293,4697.372468,70.110037,,12.292908,0.861856,12,67,55,6,6,96,0.572917,0.5,0.5,4.583333,5.583333,309.487194,141.904474,3713.846329,1702.853691
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,100,0.0,1.0,64,nf4,nf4,14.47903,4765.51271,69.065402,,11.780449,0.813621,13,69,56,7,6,104,0.538462,0.461538,0.538462,4.307692,5.307692,309.652582,138.050329,4025.483569,1794.654271
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,100,0.9,1.0,64,nf4,nf4,14.130957,4812.129791,70.766615,,12.315733,0.871543,12,68,56,7,5,96,0.583333,0.416667,0.583333,4.666667,5.666667,315.275935,141.870595,3783.311225,1702.447138
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,150,0.0,1.0,64,nf4,nf4,14.528508,4749.283144,68.83019,,11.844663,0.81527,13,69,56,7,6,104,0.538462,0.461538,0.538462,4.307692,5.307692,307.080228,138.215992,3992.042962,1796.8079
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,150,0.9,1.0,64,nf4,nf4,14.354537,4737.178082,69.664384,,14.606935,1.017583,10,68,58,4,6,80,0.725,0.6,0.4,5.8,6.8,319.625806,142.658733,3196.258059,1426.587331
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,200,0.0,1.0,64,nf4,nf4,14.509164,4824.537236,68.921961,,11.898029,0.820035,13,70,57,7,6,104,0.548077,0.461538,0.538462,4.384615,5.384615,311.481031,138.240912,4049.253404,1797.131861
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,200,0.9,1.0,64,nf4,nf4,13.570648,4863.437457,73.688446,,17.604114,1.29722,8,66,58,2,6,64,0.90625,0.75,0.25,7.25,8.25,321.216237,143.803319,2569.729894,1150.426554
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,50,0.0,1.0,64,nf4,nf4,13.895812,4821.596718,71.96413,,11.473441,0.825676,11,67,56,6,5,110,0.509091,0.454545,0.545455,5.090909,6.090909,388.439228,139.376092,4272.831513,1533.137016
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,50,0.9,1.0,64,nf4,nf4,13.713076,4740.0016,72.923102,,13.583247,0.990532,9,65,56,5,4,90,0.622222,0.444444,0.555556,6.222222,7.222222,384.023042,144.318632,3456.207376,1298.867689
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,100,0.0,1.0,64,nf4,nf4,14.488909,4693.244904,69.018307,,10.856977,0.74933,12,68,56,8,4,120,0.466667,0.333333,0.666667,4.666667,5.666667,379.853201,139.115518,4558.238415,1669.386219
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,100,0.9,1.0,64,nf4,nf4,13.932878,4808.769639,71.772681,,11.496591,0.825141,11,67,56,7,4,110,0.509091,0.363636,0.636364,5.090909,6.090909,383.507681,143.230149,4218.584494,1575.531639
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,150,0.0,1.0,64,nf4,nf4,14.258497,4769.086231,70.133621,,10.751324,0.754029,12,68,56,8,4,120,0.466667,0.333333,0.666667,4.666667,5.666667,384.624683,139.359924,4615.496199,1672.319088
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,150,0.9,1.0,64,nf4,nf4,13.557124,4794.527271,73.761958,,13.497054,0.995569,9,65,56,6,3,90,0.622222,0.333333,0.666667,6.222222,7.222222,387.494828,144.153773,3487.453451,1297.383954
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,200,0.0,1.0,64,nf4,nf4,14.427653,4713.171425,69.311344,,10.808831,0.749175,12,68,56,8,4,120,0.466667,0.333333,0.666667,4.666667,5.666667,381.777806,139.387451,4581.333677,1672.649412
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,200,0.9,1.0,64,nf4,nf4,14.480456,4834.101893,69.058598,,16.119069,1.11316,8,70,62,3,5,80,0.775,0.625,0.375,7.75,8.75,393.965631,145.05577,3151.72505,1160.446164
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,50,0.0,1.0,64,nf4,nf4,14.181172,4795.090356,70.516035,,13.420368,0.946351,17,68,51,7,10,68,0.75,0.588235,0.411765,3,4,160.295374,135.414146,2725.021352,2302.040484
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,50,0.9,1.0,64,nf4,nf4,14.303059,4754.227601,69.915112,,13.300109,0.929879,17,68,51,7,10,68,0.75,0.588235,0.411765,3,4,160.942421,137.531175,2736.021152,2338.029981
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,100,0.0,1.0,64,nf4,nf4,13.592646,4708.428216,73.569191,,15.112306,1.1118,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,164.443403,135.604299,2302.207647,1898.460186
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,100,0.9,1.0,64,nf4,nf4,13.542112,4799.842164,73.843726,,11.359534,0.83883,19,65,46,9,10,76,0.605263,0.526316,0.473684,2.421053,3.421053,161.623703,137.384214,3070.850352,2610.300066
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,150,0.0,1.0,64,nf4,nf4,13.416616,4770.20428,74.534442,,13.316829,0.992562,16,64,48,6,10,64,0.75,0.625,0.375,3,4,162.645833,135.380401,2602.333327,2166.08642
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,150,0.9,1.0,64,nf4,nf4,13.401889,4850.062671,74.616349,,13.470411,1.005113,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,161.989039,137.328867,2591.824629,2197.261877
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,200,0.0,1.0,64,nf4,nf4,13.953436,4730.017874,71.666937,,13.057184,0.935768,17,66,49,7,10,68,0.720588,0.588235,0.411765,2.882353,3.882353,159.630616,135.418663,2713.720472,2302.117275
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,200,0.9,1.0,64,nf4,nf4,13.635643,4766.918516,73.337208,,13.439286,0.9856,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,162.579488,137.435065,2601.271811,2198.961047
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,50,0.0,1.0,64,nf4,nf4,14.000574,4785.517989,71.425642,,12.90965,0.92208,14,67,53,7,7,84,0.630952,0.5,0.5,3.785714,4.785714,231.837932,136.258853,3245.731052,1907.623937
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,50,0.9,1.0,64,nf4,nf4,14.472805,4767.562223,69.095105,,11.450994,0.791208,16,69,53,11,5,96,0.552083,0.3125,0.6875,3.3125,4.3125,235.100399,138.876955,3761.606386,2222.031272
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,100,0.0,1.0,64,nf4,nf4,13.529409,4804.348716,73.913057,,15.514616,1.146733,11,65,54,3,8,66,0.818182,0.727273,0.272727,4.909091,5.909091,241.158273,136.790228,2652.740999,1504.692508
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,100,0.9,1.0,64,nf4,nf4,14.629551,4784.835978,68.3548,,14.263564,0.974983,13,70,57,6,7,78,0.730769,0.538462,0.461538,4.384615,5.384615,235.714011,139.039697,3064.28214,1807.516066
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,150,0.0,1.0,64,nf4,nf4,13.678291,4752.055683,73.108549,,15.823857,1.156859,11,65,54,3,8,66,0.818182,0.727273,0.272727,4.909091,5.909091,233.892684,136.698386,2572.819521,1503.682241
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,150,0.9,1.0,64,nf4,nf4,13.849352,4837.771343,72.205542,,14.634943,1.056724,12,67,55,5,7,72,0.763889,0.583333,0.416667,4.583333,5.583333,238.806208,139.825083,2865.674493,1677.900993
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,200,0.0,1.0,64,nf4,nf4,13.925256,4739.589616,71.811964,,13.584971,0.975563,13,66,53,5,8,78,0.679487,0.615385,0.384615,4.076923,5.076923,234.811097,136.294505,3052.544261,1771.828569
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,200,0.9,1.0,64,nf4,nf4,13.538915,4727.114415,73.861163,,13.120831,0.96912,13,64,51,6,7,78,0.653846,0.538462,0.461538,3.923077,4.923077,233.477494,139.151517,3035.207418,1808.969719
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,50,0.0,1.0,64,nf4,nf4,13.881947,4682.340311,72.036005,,14.48617,1.043526,10,65,55,5,5,80,0.6875,0.5,0.5,5.5,6.5,308.189059,137.381595,3081.890587,1373.815946
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,50,0.9,1.0,64,nf4,nf4,13.43135,4764.971666,74.452682,,12.764958,0.950385,11,64,53,6,5,88,0.602273,0.454545,0.545455,4.818182,5.818182,312.224755,140.621308,3434.47231,1546.834389
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,100,0.0,1.0,64,nf4,nf4,14.159175,4731.914108,70.625584,,13.578551,0.958993,11,67,56,5,6,88,0.636364,0.545455,0.454545,5.090909,6.090909,307.788793,137.80927,3385.676724,1515.901966
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,100,0.9,1.0,64,nf4,nf4,14.975945,4740.936316,66.773751,,12.910933,0.862111,12,71,59,7,5,96,0.614583,0.416667,0.583333,4.916667,5.916667,313.952263,141.219241,3767.427161,1694.630886
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,150,0.0,1.0,64,nf4,nf4,14.313292,4820.693846,69.865128,,15.16867,1.059761,10,69,59,4,6,80,0.7375,0.6,0.4,5.9,6.9,313.834691,137.76447,3138.346908,1377.644698
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,150,0.9,1.0,64,nf4,nf4,13.642577,4837.795517,73.299932,,13.039037,0.955761,11,66,55,7,4,88,0.625,0.363636,0.636364,5,6,316.059078,141.004904,3476.649859,1551.053942
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,200,0.0,1.0,64,nf4,nf4,14.298345,4755.795286,69.938166,,12.564343,0.878727,12,68,56,6,6,96,0.583333,0.5,0.5,4.666667,5.666667,310.70268,137.381505,3728.432161,1648.578058
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,200,0.9,1.0,64,nf4,nf4,14.579845,4801.148508,68.587836,,11.737441,0.805046,13,70,57,8,5,104,0.548077,0.384615,0.615385,4.384615,5.384615,315.27346,140.613094,4098.55498,1827.970223
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,50,0.0,1.0,64,nf4,nf4,14.556919,4740.013946,68.695854,,9.404112,0.646024,14,69,55,12,2,140,0.392857,0.142857,0.857143,3.928571,4.928571,383.244584,137.966202,5365.424173,1931.526826
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,50,0.9,1.0,64,nf4,nf4,13.359816,4790.484995,74.851328,,10.924319,0.8177,11,64,53,8,3,110,0.481818,0.272727,0.727273,4.818182,5.818182,386.983864,142.414708,4256.822502,1566.561784
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,100,0.0,1.0,64,nf4,nf4,14.830375,4787.47157,67.429177,,16.700442,1.126097,8,71,63,2,6,80,0.7875,0.75,0.25,7.875,8.875,388.839603,138.869257,3110.716823,1110.954055
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,100,0.9,1.0,64,nf4,nf4,15.014944,4795.222617,66.600314,,12.300962,0.819248,11,72,61,7,4,110,0.554545,0.363636,0.636364,5.545455,6.545455,386.650357,142.174823,4253.153925,1563.923051
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,150,0.0,1.0,64,nf4,nf4,14.886862,4769.305872,67.173322,,16.899138,1.135171,8,71,63,2,6,80,0.7875,0.75,0.25,7.875,8.875,382.482694,139.000032,3059.861555,1112.000252
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,150,0.9,1.0,64,nf4,nf4,14.976653,4740.712026,66.770592,,12.300918,0.82134,11,71,60,9,2,110,0.545455,0.181818,0.818182,5.454545,6.454545,378.936761,142.400251,4168.304375,1566.402762
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,200,0.0,1.0,64,nf4,nf4,13.613228,4701.309647,73.457963,,12.37728,0.90921,10,64,54,6,4,100,0.54,0.4,0.6,5.4,6.4,375.658741,138.31429,3756.587412,1383.142896
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,200,0.9,1.0,64,nf4,nf4,15.467721,4719.506014,64.650767,,10.536374,0.681185,13,73,60,8,5,130,0.461538,0.384615,0.615385,4.615385,5.615385,388.001933,142.035031,5044.025133,1846.455399
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,nf4,nf4,13.60141,4705.394643,73.521791,,16.303324,1.19865,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,163.255696,136.284933,2122.324049,1771.704125
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,nf4,nf4,13.844845,4767.117271,72.22905,,13.544397,0.978299,16,66,50,5,11,64,0.78125,0.6875,0.3125,3.125,4.125,163.76662,138.47622,2620.265923,2215.619519
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,nf4,nf4,13.352119,4793.246542,74.894477,,16.245267,1.216681,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,164.40048,136.257529,2137.206234,1771.347877
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,nf4,nf4,14.237883,4705.755643,70.235159,,14.717055,1.033655,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,162.755494,138.439806,2441.332411,2076.597095
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,150,0.0,1.0,64,nf4,nf4,13.661571,4684.673498,73.198023,,12.045112,0.881678,18,64,46,10,8,72,0.638889,0.444444,0.555556,2.555556,3.555556,156.972393,135.929209,2825.503071,2446.725763
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,150,0.9,1.0,64,nf4,nf4,14.059496,4765.462283,71.126303,,14.517222,1.032556,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,166.552758,138.762181,2498.291367,2081.432721
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,200,0.0,1.0,64,nf4,nf4,13.908707,4745.228939,71.897408,,14.647687,1.053131,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,161.986636,136.02258,2429.799533,2040.338696
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,200,0.9,1.0,64,nf4,nf4,13.946295,4804.143154,71.703629,,14.612568,1.047774,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,164.937286,138.419953,2474.059292,2076.299297
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,nf4,nf4,14.904873,4696.45069,67.092153,,18.532871,1.24341,10,70,60,0,10,60,1.0,1.0,0.0,6,7,237.18384,137.535714,2371.838399,1375.357136
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,nf4,nf4,13.976268,4722.290661,71.549858,,15.548964,1.112526,11,66,55,2,9,66,0.833333,0.818182,0.181818,5,6,242.332421,140.70541,2665.656629,1547.759515
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,nf4,nf4,13.970359,4724.287909,71.58012,,15.97321,1.143364,11,66,55,2,9,66,0.833333,0.818182,0.181818,5,6,235.529578,137.326926,2590.825354,1510.596185
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,nf4,nf4,14.27646,4763.085602,70.045376,,14.918063,1.044941,12,68,56,3,9,72,0.777778,0.75,0.25,4.666667,5.666667,237.213767,139.989521,2846.565201,1679.874257
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,150,0.0,1.0,64,nf4,nf4,14.178141,4725.584414,70.531111,,16.347129,1.152981,11,67,56,3,8,66,0.848485,0.727273,0.272727,5.090909,6.090909,232.569789,137.245156,2558.267682,1509.696711
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,150,0.9,1.0,64,nf4,nf4,14.135545,4810.567873,70.743645,,14.797537,1.046832,12,68,56,3,9,72,0.777778,0.75,0.25,4.666667,5.666667,239.939489,140.425378,2879.273863,1685.104542
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,200,0.0,1.0,64,nf4,nf4,14.125506,4743.192911,70.793924,,16.277771,1.152367,11,67,56,3,8,66,0.848485,0.727273,0.272727,5.090909,6.090909,234.021977,137.395645,2574.241751,1511.352096
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,200,0.9,1.0,64,nf4,nf4,14.413032,4717.952612,69.381656,,14.968735,1.038556,12,68,56,3,9,72,0.777778,0.75,0.25,4.666667,5.666667,236.168478,139.837852,2834.021733,1678.054227
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,50,0.0,1.0,64,nf4,nf4,14.821618,4722.831083,67.469015,,15.704817,1.059589,10,70,60,4,6,80,0.75,0.6,0.4,6,7,304.202437,138.344424,3042.024371,1383.444239
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,50,0.9,1.0,64,nf4,nf4,15.141188,4755.241191,66.045017,,14.503085,0.957857,11,72,61,6,5,88,0.693182,0.454545,0.545455,5.545455,6.545455,306.865563,141.358714,3375.521197,1554.945858
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,100,0.0,1.0,64,nf4,nf4,14.821771,4790.250693,67.46832,,15.707689,1.059771,10,71,61,3,7,80,0.7625,0.7,0.3,6.1,7.1,310.668693,138.224544,3106.686925,1382.245435
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,100,0.9,1.0,64,nf4,nf4,13.493574,4817.107751,74.10935,,17.895827,1.326248,8,65,57,2,6,64,0.890625,0.75,0.25,7.125,8.125,308.460505,142.210967,2467.684043,1137.687735
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,150,0.0,1.0,64,nf4,nf4,15.285883,4710.228496,65.41984,,14.608983,0.955717,11,72,61,4,7,88,0.693182,0.636364,0.363636,5.545455,6.545455,306.978851,138.128439,3376.767362,1519.41283
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,150,0.9,1.0,64,nf4,nf4,13.738567,4731.206718,72.787796,,17.452039,1.270295,8,65,57,2,6,64,0.890625,0.75,0.25,7.125,8.125,319.184865,142.834867,2553.478922,1142.678938
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,200,0.0,1.0,64,nf4,nf4,15.435019,4664.717258,64.78774,,14.738367,0.954865,11,72,61,4,7,88,0.693182,0.636364,0.363636,5.545455,6.545455,303.121898,138.088428,3334.340874,1518.972708
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,200,0.9,1.0,64,nf4,nf4,14.417367,4785.894768,69.360794,,15.020969,1.041866,10,69,59,3,7,80,0.7375,0.7,0.3,5.9,6.9,313.735421,142.438174,3137.354207,1424.381739
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,50,0.0,1.0,64,nf4,nf4,15.771178,4628.696652,63.406803,,12.884379,0.816957,11,73,62,8,3,110,0.563636,0.272727,0.727273,5.636364,6.636364,372.64644,139.220281,4099.110836,1531.423096
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,50,0.9,1.0,64,nf4,nf4,14.517213,4684.094624,68.883744,,18.115879,1.24789,7,68,61,1,6,70,0.871429,0.857143,0.142857,8.714286,9.714286,387.544208,144.852926,2712.809457,1013.970479
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,100,0.0,1.0,64,nf4,nf4,15.416956,4735.046153,64.863646,,17.523681,1.13665,8,73,65,3,5,80,0.8125,0.625,0.375,8.125,9.125,377.435749,139.548875,3019.485989,1116.391002
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,100,0.9,1.0,64,nf4,nf4,13.926249,4739.251918,71.806847,,17.578779,1.262277,7,66,59,2,5,70,0.842857,0.714286,0.285714,8.428571,9.428571,387.432696,145.129838,2712.028873,1015.908864
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,150,0.0,1.0,64,nf4,nf4,13.825264,4701.537807,72.331351,,15.492479,1.120592,8,65,57,3,5,80,0.7125,0.625,0.375,7.125,8.125,381.525681,139.4584,3052.205448,1115.667204
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,150,0.9,1.0,64,nf4,nf4,13.717337,4811.429483,72.900447,,17.62493,1.284865,7,66,59,2,5,70,0.842857,0.714286,0.285714,8.428571,9.428571,386.305538,144.881273,2704.138769,1014.168909
