pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,50,0.9,1.0,64,none,none,16.711223,4128.961595,59.840023,,25.121352,1.503262,11,69,58,5,6,88,0.659091,0.545455,0.454545,5.272727,6.272727,171.76464,75.090696,1889.411037,825.997653
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,100,0.0,1.0,64,none,none,16.569312,4103.972423,60.352536,,30.134199,1.818675,9,68,59,2,7,72,0.819444,0.777778,0.222222,6.555556,7.555556,175.341326,72.135055,1578.071932,649.215499
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,100,0.9,1.0,64,none,none,16.737275,4122.534818,59.746881,,27.255576,1.628436,10,69,59,3,7,80,0.7375,0.7,0.3,5.9,6.9,174.524474,75.574814,1745.244742,755.748145
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,150,0.0,1.0,64,none,none,16.568171,4104.25499,60.356691,,30.651521,1.850024,9,68,59,2,7,72,0.819444,0.777778,0.222222,6.555556,7.555556,171.221595,72.103702,1540.994355,648.93332
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,150,0.9,1.0,64,none,none,16.732142,4123.799637,59.765212,,27.340907,1.634035,10,69,59,3,7,80,0.7375,0.7,0.3,5.9,6.9,173.86195,75.485982,1738.619503,754.85982
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,200,0.0,1.0,64,none,none,16.559316,4106.449764,60.388967,,30.509768,1.842453,9,68,59,2,7,72,0.819444,0.777778,0.222222,6.555556,7.555556,172.407884,72.033112,1551.670959,648.298005
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,200,0.9,1.0,64,none,none,16.72769,4124.897181,59.781119,,27.474827,1.642476,10,69,59,3,7,80,0.7375,0.7,0.3,5.9,6.9,172.718093,75.468729,1727.18093,754.687289
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,50,0.0,1.0,64,none,none,16.813206,4103.916983,59.477058,,29.793548,1.772033,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,212.77742,73.07686,1702.219362,584.614881
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,50,0.9,1.0,64,none,none,15.528509,4121.451612,64.397681,,26.963806,1.736407,8,64,56,4,4,80,0.7,0.5,0.5,7,8,215.627902,77.561632,1725.023214,620.493055
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,100,0.0,1.0,64,none,none,16.821484,4101.897229,59.447786,,29.660048,1.763224,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,214.030669,73.101948,1712.245352,584.815584
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,100,0.9,1.0,64,none,none,17.473229,4120.589365,57.230408,,26.601416,1.52241,9,72,63,3,6,90,0.7,0.666667,0.333333,7,8,220.104774,77.25313,1980.942966,695.278166
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,150,0.0,1.0,64,none,none,16.826007,4100.794624,59.431806,,29.753318,1.768293,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,213.172746,73.068067,1705.381964,584.544535
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,150,0.9,1.0,64,none,none,17.453831,4125.168796,57.294011,,27.026592,1.548462,9,72,63,3,6,90,0.7,0.666667,0.333333,7,8,215.588373,77.069894,1940.295358,693.629044
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,200,0.0,1.0,64,none,none,16.812457,4104.099596,59.479704,,29.928052,1.780112,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,211.600655,72.964388,1692.805239,583.715103
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,10,200,0.9,1.0,64,none,none,17.707443,4122.5601,56.473426,,24.712699,1.395611,10,73,63,4,6,100,0.63,0.6,0.4,6.3,7.3,215.442772,76.773605,2154.427717,767.736046
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,50,0.0,1.0,64,none,none,15.828775,4106.445439,63.176084,,22.941684,1.449366,18,65,47,8,10,72,0.652778,0.555556,0.444444,2.611111,3.611111,86.567359,68.787649,1558.212463,1238.177684
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,50,0.9,1.0,64,none,none,16.533663,4112.821219,60.482665,,22.359135,1.35234,19,68,49,8,11,76,0.644737,0.578947,0.421053,2.578947,3.578947,87.506293,70.559749,1662.619561,1340.635225
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,100,0.0,1.0,64,none,none,15.586993,4105.987682,64.156058,,24.023793,1.541272,17,64,47,8,9,68,0.691176,0.529412,0.470588,2.764706,3.764706,85.860648,68.782487,1459.631009,1169.302281
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,100,0.9,1.0,64,none,none,16.277661,4116.070419,61.433887,,24.482933,1.504082,17,67,50,5,12,68,0.735294,0.705882,0.294118,2.941176,3.941176,88.086106,70.801052,1497.463803,1203.617892
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,150,0.0,1.0,64,none,none,15.836472,4104.449461,63.145376,,29.394995,1.856158,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,86.737007,69.059831,1214.318099,966.83763
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,150,0.9,1.0,64,none,none,16.289014,4113.201759,61.391071,,24.319415,1.492995,17,67,50,5,12,68,0.735294,0.705882,0.294118,2.941176,3.941176,89.013388,70.926849,1513.227602,1205.756427
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,200,0.0,1.0,64,none,none,15.848554,4101.320652,63.097241,,29.341472,1.851366,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,87.039047,69.041885,1218.54666,966.586394
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,4,200,0.9,1.0,64,none,none,16.261628,4120.128686,61.494458,,24.50915,1.507177,17,67,50,5,12,68,0.735294,0.705882,0.294118,2.941176,3.941176,87.923764,70.811204,1494.703984,1203.790474
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,50,0.0,1.0,64,none,none,16.593919,4097.886709,60.26304,,28.279706,1.704221,12,68,56,3,9,72,0.777778,0.75,0.25,4.666667,5.666667,127.919354,69.907042,1535.032249,838.884504
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,50,0.9,1.0,64,none,none,16.242206,4125.05546,61.567992,,25.263454,1.55542,13,67,54,5,8,78,0.692308,0.615385,0.384615,4.153846,5.153846,129.10248,72.407472,1678.332241,941.297135
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,100,0.0,1.0,64,none,none,15.856585,4099.243387,63.065283,,26.872097,1.694696,12,65,53,4,8,72,0.736111,0.666667,0.333333,4.416667,5.416667,128.924981,70.050442,1547.099768,840.605309
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,100,0.9,1.0,64,none,none,16.739696,4121.938559,59.73824,,24.183216,1.444663,14,69,55,7,7,84,0.654762,0.5,0.5,3.928571,4.928571,129.092901,72.257528,1807.30062,1011.605389
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,150,0.0,1.0,64,none,none,16.578827,4101.617198,60.3179,,33.461078,2.018302,10,68,58,1,9,60,0.966667,0.9,0.1,5.8,6.8,129.983225,70.372039,1299.832247,703.720393
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,150,0.9,1.0,64,none,none,16.740298,4121.790431,59.736093,,24.053241,1.436847,14,69,55,7,7,84,0.654762,0.5,0.5,3.928571,4.928571,130.050567,72.359563,1820.707944,1013.033886
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,200,0.0,1.0,64,none,none,16.57782,4101.866235,60.321562,,34.02293,2.052316,10,68,58,1,9,60,0.966667,0.9,0.1,5.8,6.8,126.911026,70.160266,1269.110263,701.602662
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,6,200,0.9,1.0,64,none,none,16.736248,4122.787748,59.750547,,21.116351,1.261714,16,69,53,9,7,96,0.552083,0.4375,0.5625,3.3125,4.3125,129.76422,72.127946,2076.227523,1154.047143
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,50,0.0,1.0,64,none,none,16.584128,4100.306026,60.298618,,27.869132,1.68047,10,68,58,3,7,80,0.725,0.7,0.3,5.8,6.8,169.977548,71.035772,1699.775483,710.357716
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,50,0.9,1.0,64,none,none,15.543944,4117.359207,64.333738,,21.264935,1.368053,12,64,52,9,3,96,0.541667,0.25,0.75,4.333333,5.333333,173.894916,74.076027,2086.738993,888.912326
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,100,0.0,1.0,64,none,none,16.104138,4098.325566,62.095842,,24.6949,1.533451,11,66,55,5,6,88,0.625,0.545455,0.454545,5,6,169.28866,70.866816,1862.175261,779.534981
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,100,0.9,1.0,64,none,none,16.749873,4119.434324,59.701947,,25.155259,1.501818,11,69,58,4,7,88,0.659091,0.636364,0.363636,5.272727,6.272727,172.435249,74.097093,1896.78774,815.068027
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,150,0.0,1.0,64,none,none,15.849621,4101.044477,63.092992,,26.5671,1.676198,10,65,55,4,6,80,0.6875,0.6,0.4,5.5,6.5,170.50496,71.156281,1705.049604,711.562811
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,150,0.9,1.0,64,none,none,16.739573,4121.968872,59.738679,,25.160329,1.503045,11,69,58,4,7,88,0.659091,0.636364,0.363636,5.272727,6.272727,172.472649,74.062542,1897.199144,814.68796
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,200,0.0,1.0,64,none,none,15.847426,4101.612499,63.101731,,26.469309,1.670259,10,65,55,4,6,80,0.6875,0.6,0.4,5.5,6.5,171.396374,71.176537,1713.963741,711.765374
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,8,200,0.9,1.0,64,none,none,16.774283,4113.439626,59.615067,,23.106215,1.377479,12,69,57,6,6,96,0.59375,0.5,0.5,4.75,5.75,172.139119,73.960071,2065.669434,887.520858
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,50,0.0,1.0,64,none,none,17.286248,4107.311162,57.849453,,27.619229,1.597757,9,71,62,3,6,90,0.688889,0.666667,0.333333,6.888889,7.888889,210.497758,71.831753,1894.479818,646.485774
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,50,0.9,1.0,64,none,none,16.038696,4115.047654,62.349207,,20.459612,1.275641,11,66,55,8,3,110,0.5,0.272727,0.727273,5,6,214.870634,75.391357,2363.576979,829.304924
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,100,0.0,1.0,64,none,none,17.309171,4101.871713,57.772841,,27.525948,1.590252,9,71,62,3,6,90,0.688889,0.666667,0.333333,6.888889,7.888889,211.520013,71.766817,1903.680119,645.901357
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,100,0.9,1.0,64,none,none,17.26196,4113.090229,57.930848,,18.67327,1.081758,13,71,58,10,3,130,0.446154,0.230769,0.769231,4.461538,5.461538,214.330242,75.195458,2786.293143,977.54096
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,150,0.0,1.0,64,none,none,16.10951,4096.958819,62.075134,,32.759353,2.033541,7,66,59,2,5,70,0.842857,0.714286,0.285714,8.428571,9.428571,211.653135,72.351465,1481.571946,506.460255
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,150,0.9,1.0,64,none,none,17.225411,4121.81758,58.053769,,20.166234,1.170726,12,71,59,8,4,120,0.491667,0.333333,0.666667,4.916667,5.916667,215.302674,75.165068,2583.632089,901.980817
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,200,0.0,1.0,64,none,none,16.101312,4099.044739,62.106738,,32.484225,2.017489,7,66,59,2,5,70,0.842857,0.714286,0.285714,8.428571,9.428571,213.880634,72.502848,1497.164438,507.519936
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_1,10,200,0.9,1.0,64,none,none,17.218732,4123.416356,58.076287,,20.122805,1.168658,12,71,59,8,4,120,0.491667,0.333333,0.666667,4.916667,5.916667,215.627585,75.453203,2587.531025,905.438433
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,none,none,15.838529,4103.916481,63.137177,,31.139593,1.966066,13,65,52,0,13,52,1.0,1.0,0.0,4,5,88.60539,69.683483,1151.870065,905.885282
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,none,none,15.502348,4128.406909,64.506358,,26.449973,1.706191,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,87.749324,71.440063,1316.23986,1071.600938
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,none,none,15.830205,4106.074422,63.170376,,31.550486,1.993056,13,65,52,0,13,52,1.0,1.0,0.0,4,5,86.813291,69.476049,1128.572779,903.188632
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,none,none,16.252407,4122.466232,61.529347,,29.352029,1.806011,14,67,53,2,12,56,0.946429,0.857143,0.142857,3.785714,4.785714,89.146426,71.679516,1248.049963,1003.51323
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,150,0.0,1.0,64,none,none,15.831098,4105.842739,63.166811,,31.663203,2.000064,13,65,52,0,13,52,1.0,1.0,0.0,4,5,86.129472,69.588153,1119.683142,904.645995
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,150,0.9,1.0,64,none,none,15.747117,4127.73961,63.503686,,28.514889,1.810801,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,88.851702,71.727437,1243.923827,1004.184111
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,200,0.0,1.0,64,none,none,16.322848,4104.675811,61.263818,,30.091462,1.843518,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,87.504237,69.387465,1225.059321,971.424505
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,4,200,0.9,1.0,64,none,none,15.755162,4125.632028,63.471262,,28.275788,1.7947,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,90.204051,71.80174,1262.856708,1005.224354
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,none,none,15.842795,4102.81138,63.120175,,29.205404,1.84345,11,65,54,2,9,66,0.818182,0.818182,0.181818,4.909091,5.909091,129.082056,70.605542,1419.902621,776.660963
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,none,none,16.242364,4125.01533,61.567393,,26.738551,1.646223,12,67,55,3,9,72,0.763889,0.75,0.25,4.583333,5.583333,132.753937,73.474956,1593.04724,881.699476
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,none,none,15.604591,4101.357143,64.083705,,31.533898,2.020809,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,129.438472,70.715112,1294.384723,707.151118
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,none,none,15.747569,4127.621136,63.501864,,28.38847,1.802721,11,65,54,2,9,66,0.818182,0.818182,0.181818,4.909091,5.909091,131.87683,73.642893,1450.645125,810.071824
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,150,0.0,1.0,64,none,none,15.605238,4101.186919,64.081046,,31.555789,2.022128,10,64,54,1,9,60,0.9,0.9,0.1,5.4,6.4,129.409256,70.688465,1294.092558,706.884653
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,150,0.9,1.0,64,none,none,15.7528,4126.250648,63.480779,,28.598172,1.815434,11,65,54,2,9,66,0.818182,0.818182,0.181818,4.909091,5.909091,130.566382,73.512482,1436.230201,808.637307
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,200,0.0,1.0,64,none,none,15.590055,4105.181245,64.143457,,31.628642,2.02877,10,64,54,1,9,60,0.9,0.9,0.1,5.4,6.4,128.777304,70.77816,1287.773037,707.781604
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,6,200,0.9,1.0,64,none,none,16.711475,4128.899376,59.839121,,27.629237,1.653309,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,131.885192,73.50496,1582.622298,882.059523
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,50,0.0,1.0,64,none,none,17.558394,4100.602832,56.952817,,36.10531,2.056299,8,72,64,0,8,64,1.0,1.0,0.0,8,9,173.214855,72.421137,1385.718843,579.369093
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,50,0.9,1.0,64,none,none,16.255186,4121.761431,61.518827,,32.733091,2.013701,8,67,59,1,7,64,0.921875,0.875,0.125,7.375,8.375,176.319521,76.150631,1410.556164,609.205049
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,100,0.0,1.0,64,none,none,17.068559,4101.107889,58.587256,,35.26513,2.066087,8,70,62,1,7,64,0.96875,0.875,0.125,7.75,8.75,172.366023,72.211583,1378.928185,577.692667
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,100,0.9,1.0,64,none,none,16.74121,4121.565861,59.732839,,30.32749,1.811547,9,69,60,3,6,72,0.833333,0.666667,0.333333,6.666667,7.666667,173.988191,75.551797,1565.893715,679.966173
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,150,0.0,1.0,64,none,none,16.802038,4106.6447,59.51659,,34.805032,2.071477,8,69,61,1,7,64,0.953125,0.875,0.125,7.625,8.625,172.239098,72.097435,1377.912783,576.779479
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,150,0.9,1.0,64,none,none,16.982281,4121.9434,58.884906,,34.320313,2.020948,8,70,62,1,7,64,0.96875,0.875,0.125,7.75,8.75,175.330661,76.133375,1402.645289,609.066998
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,200,0.0,1.0,64,none,none,16.325715,4103.955106,61.253061,,33.833633,2.072414,8,67,59,2,6,64,0.921875,0.75,0.25,7.375,8.375,171.84541,72.15706,1374.76328,577.256481
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,8,200,0.9,1.0,64,none,none,16.984771,4121.339133,58.876273,,34.274859,2.017976,8,70,62,1,7,64,0.96875,0.875,0.125,7.75,8.75,175.711589,76.100073,1405.692714,608.800584
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,50,0.0,1.0,64,none,none,15.822562,4108.057782,63.200889,,28.238618,1.784706,8,65,57,4,4,80,0.7125,0.5,0.5,7.125,8.125,211.260473,72.882667,1690.083785,583.061333
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,50,0.9,1.0,64,none,none,15.527029,4121.844588,64.403822,,30.415034,1.958844,7,64,57,2,5,70,0.814286,0.714286,0.285714,8.142857,9.142857,218.707606,78.194878,1530.95324,547.364147
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,100,0.0,1.0,64,none,none,16.087347,4102.603162,62.160654,,37.825003,2.351227,6,66,60,0,6,60,1.0,1.0,0.0,10,11,212.885308,73.799441,1277.311849,442.796646
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,100,0.9,1.0,64,none,none,15.768789,4122.066743,63.416411,,24.159019,1.532078,9,65,56,5,4,90,0.622222,0.444444,0.555556,6.222222,7.222222,218.46871,77.118678,1966.21839,694.068105
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,150,0.0,1.0,64,none,none,16.100046,4099.367075,62.111622,,37.916679,2.355066,6,66,60,0,6,60,1.0,1.0,0.0,10,11,212.129033,73.805317,1272.774198,442.831901
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,150,0.9,1.0,64,none,none,16.249118,4123.300755,61.541802,,31.597373,1.944559,7,67,60,2,5,70,0.857143,0.714286,0.285714,8.571429,9.571429,220.497091,78.471009,1543.479634,549.297063
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,200,0.0,1.0,64,none,none,16.091812,4101.464684,62.143404,,37.719479,2.344017,6,66,60,0,6,60,1.0,1.0,0.0,10,11,213.609697,73.857371,1281.658181,443.144228
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_0,10,200,0.9,1.0,64,none,none,15.998047,4125.503535,62.507629,,36.199605,2.262751,6,66,60,0,6,60,1.0,1.0,0.0,10,11,220.570078,79.138354,1323.42047,474.830121
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,50,0.0,1.0,64,none,none,15.845054,4102.226589,63.111178,,31.506099,1.988387,13,65,52,0,13,52,1.0,1.0,0.0,4,5,86.891427,69.604372,1129.588553,904.856831
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,50,0.9,1.0,64,none,none,15.501472,4128.640093,64.510001,,24.8641,1.603983,16,64,48,7,9,64,0.75,0.5625,0.4375,3,4,87.395878,71.397194,1398.334055,1142.355112
